body-symptoms-verb	左足が痺れ
body-symptoms-verb	はらが締め付けられる
body-symptoms-verb	胸部が痺れ
body-symptoms-verb	胸部が痺れる
body-symptoms-verb	腕がジンジンする
body-symptoms-verb	両腕が痛い
body-symptoms-verb	頭がズキズキする
body-symptoms-verb	左手が痛い
body-symptoms-verb	右足が痛む
body-symptoms-verb	左腕がジンジンする
body-symptoms-verb	頭が痛い
body-symptoms-verb	手がズキズキする
body-symptoms-verb	前頭部がズキズキする
body-symptoms-verb	後頭部が痺れ
body-symptoms-verb	右手がズキズキする
body-symptoms-verb	背中が痺れる
body-symptoms-verb	あたまが痛む
body-symptoms-verb	頭部が痺れる
body-symptoms-verb	頭頂部が腫れて
body-symptoms-verb	手が痺れ
body-symptoms-verb	頭部がジンジンする
body-symptoms-verb	両腕がズキズキする
body-symptoms-verb	前頭部が痛む
body-symptoms-verb	右腕が痛み
body-symptoms-verb	腕がズキズキする
body-symptoms-verb	足が動かない
body-symptoms-verb	頭が痺れる
body-symptoms-verb	左足が痺れる
body-symptoms-verb	両手が痺れ
body-symptoms-verb	こめかみがジンジンする
body-symptoms-verb	はらが痛み
body-symptoms-verb	左足がジンジンする
body-symptoms-verb	両腕が痛む
body-symptoms-verb	右腕が痺れ
body-symptoms-verb	胸部が締め付けられる
body-symptoms-verb	手足が締め付けられる
body-symptoms-verb	お腹が痛い
body-symptoms-verb	胸部が痛み
body-symptoms-verb	手が腫れて
body-symptoms-verb	はらが痺れ
body-symptoms-verb	頭部が痺れる
body-symptoms-verb	頭頂部が腫れて
body-symptoms-verb	両腕がジンジンする
body-symptoms-verb	手足が動かない
body-symptoms-verb	腹が締め付けられる
body-symptoms-verb	後頭部がジンジンする
body-symptoms-verb	左手が締め付けられる
body-symptoms-verb	腕が腫れて
body-symptoms-verb	腕が痛い
body-symptoms-verb	両腕が動かない
body-symptoms-verb	手が痛み
body-symptoms-verb	右足がズキズキする
body-symptoms-verb	両手が痛む
body-symptoms-verb	腹が動かない
body-symptoms-verb	両手が腫れて
body-symptoms-verb	後ろが痛み
body-symptoms-verb	後頭部が締め付けられる
body-symptoms-verb	胸部がジンジンする
body-symptoms-verb	手が腫れて
body-symptoms-verb	両腕が痛い
body-symptoms-verb	後頭部が締め付けられる
body-symptoms-verb	右足がズキズキする
body-symptoms-verb	両足が締め付けられる
body-symptoms-verb	両手が動かない
body-symptoms-verb	後頭部が痛む
body-symptoms-verb	腹が痛み
body-symptoms-verb	胸が痛み
body-symptoms-verb	両腕が締め付けられる
body-symptoms-verb	側頭部が動かない
body-symptoms-verb	頭が痛み
body-symptoms-verb	背中が痛み
body-symptoms-verb	お腹が動かない
body-symptoms-verb	右腕が痛い
body-symptoms-verb	右腕がジンジンする
body-symptoms-verb	後ろが腫れて
body-symptoms-verb	後ろが腫れて
body-symptoms-verb	手が痛い
body-symptoms-verb	こめかみが締め付けられる
body-symptoms-verb	足が動かない
body-symptoms-verb	左足が痺れ
body-symptoms-verb	後頭部が締め付けられる
body-symptoms-verb	両手が締め付けられる
body-symptoms-verb	右手がズキズキする
body-symptoms-verb	お腹が締め付けられる
body-symptoms-verb	はらが締め付けられる
body-symptoms-verb	足が腫れて
body-symptoms-verb	側頭部が腫れて
body-symptoms-verb	心臓が痺れる
body-symptoms-verb	腹が痺れ
body-symptoms-verb	お腹がジンジンする
body-symptoms-verb	おなかが痛み
body-symptoms-verb	両手がジンジンする
body-symptoms-verb	側頭部が痛み
body-symptoms-verb	右足が痺れ
body-symptoms-verb	頭頂部が痺れる
body-symptoms-verb	はらがジンジンする
body-symptoms-verb	胸部が痛み
body-symptoms-verb	右手がズキズキする
body-symptoms-verb	はらが締め付けられる
body-symptoms-verb	右腕が痛む
body-symptoms-verb	腹が動かない
body-symptoms-verb	後頭部が痺れ
body-symptoms-verb	胸がジンジンする
body-symptoms-verb	左足がズキズキする
body-symptoms-verb	はらが痛い
body-symptoms-verb	両足が痛み
body-symptoms-verb	右手がズキズキする
body-symptoms-verb	腹がズキズキする
body-symptoms-verb	手足が腫れて
body-symptoms-verb	おなかが動かない
body-symptoms-verb	頭部が動かない
body-symptoms-verb	腹が動かない
body-symptoms-verb	両手が痛い
body-symptoms-verb	頭頂部が痛み
body-symptoms-verb	腕が痺れ
body-symptoms-verb	胸がズキズキする
body-symptoms-verb	右足が締め付けられる
body-symptoms-verb	側頭部が動かない
body-symptoms-verb	両腕が痛み
body-symptoms-verb	お腹が痛い
body-symptoms-verb	両手がズキズキする
body-symptoms-verb	手が痛む
body-symptoms-verb	側頭部が痛み
body-symptoms-verb	後頭部が痛み
body-symptoms-verb	右手が痛い
body-symptoms-verb	頭頂部がジンジンする
body-symptoms-verb	はらがジンジンする
body-symptoms-verb	右腕が締め付けられる
body-symptoms-verb	心臓が動かない
body-symptoms-verb	こめかみがズキズキする
body-symptoms-verb	お腹が痺れる
body-symptoms-verb	左足が締め付けられる
body-symptoms-verb	左足がジンジンする
body-symptoms-verb	左足が痺れる
body-symptoms-verb	心臓が腫れて
body-symptoms-verb	左足が痺れ
body-symptoms-verb	右手がズキズキする
body-symptoms-verb	おなかが動かない
body-symptoms-verb	背中が痛い
body-symptoms-verb	両手が動かない
body-symptoms-verb	頭が腫れて
body-symptoms-verb	胸が動かない
body-symptoms-verb	側頭部がズキズキする
body-symptoms-verb	足がジンジンする
body-symptoms-verb	頭頂部が腫れて
body-symptoms-verb	おなかが痛む
body-symptoms-verb	後頭部が痛む
body-symptoms-verb	後頭部が痛い
body-symptoms-verb	腹が動かない
body-symptoms-verb	側頭部が動かない
body-symptoms-verb	側頭部が腫れて
body-symptoms-verb	手が締め付けられる
body-symptoms-verb	頭部が痺れる
body-symptoms-verb	胸が痺れ
body-symptoms-verb	右手が痺れる
body-symptoms-verb	手足が痺れる
body-symptoms-verb	手足が痛む
body-symptoms-verb	前頭部が痛み
body-symptoms-verb	側頭部がジンジンする
body-symptoms-verb	心臓が締め付けられる
body-symptoms-verb	頭が痛み
body-symptoms-verb	こめかみがジンジンする
body-symptoms-verb	はらが痛む
body-symptoms-verb	心臓が痛い
body-symptoms-verb	両手が痺れる
body-symptoms-verb	右手が痺れ
body-symptoms-verb	こめかみが痛み
body-symptoms-verb	胸がジンジンする
body-symptoms-verb	はらが締め付けられる
body-symptoms-verb	右腕が動かない
body-symptoms-verb	後ろが動かない
body-symptoms-verb	背中が痺れる
body-symptoms-verb	背中が腫れて
body-symptoms-verb	手足がジンジンする
body-symptoms-verb	腹が痛い
body-symptoms-verb	左手が締め付けられる
body-symptoms-verb	両足がズキズキする
body-symptoms-verb	頭部が動かない
body-symptoms-verb	頭部が痺れる
body-symptoms-verb	腹が痛み
body-symptoms-verb	後頭部がジンジンする
body-symptoms-verb	あたまがズキズキする
body-symptoms-verb	お腹がズキズキする
body-symptoms-verb	側頭部が動かない
body-symptoms-verb	側頭部が締め付けられる
body-symptoms-verb	腕がジンジンする
body-symptoms-verb	背中が腫れて
body-symptoms-verb	足が痛い
body-symptoms-verb	右足が痛む
body-symptoms-verb	後ろが痛み
body-symptoms-verb	手足が痛む
body-symptoms-verb	足がジンジンする
body-symptoms-verb	左手がズキズキする
body-symptoms-verb	後ろが腫れて
body-symptoms-verb	あたまが腫れて
body-symptoms-verb	後ろが動かない
body-symptoms-verb	手足が動かない
body-symptoms-verb	後ろが締め付けられる
body-symptoms-verb	両足が腫れて
body-symptoms-verb	胸が痺れ
body-symptoms-verb	胸部がズキズキする
body-symptoms-verb	手足が痺れる
body-symptoms-verb	足がズキズキする
body-symptoms-verb	胸部が痛み
body-symptoms-verb	左足が痺れ
body-symptoms-verb	右手が痛む
body-symptoms-verb	左手が締め付けられる
body-symptoms-verb	左手が痛む
body-symptoms-verb	両手がズキズキする
body-symptoms-verb	左足が痛い
body-symptoms-verb	背中がズキズキする
body-symptoms-verb	左腕がズキズキする
body-symptoms-verb	お腹がジンジンする
body-symptoms-verb	胸部が痺れる
body-symptoms-verb	頭頂部が痺れる
body-symptoms-verb	腕がジンジンする
body-symptoms-verb	腕が痺れ
body-symptoms-verb	腹がジンジンする
body-symptoms-verb	胸が痺れる
body-symptoms-verb	両手が痛み
body-symptoms-verb	両足が痛い
body-symptoms-verb	背中が痺れる
body-symptoms-verb	後頭部が締め付けられる
body-symptoms-verb	頭頂部が痛み
body-symptoms-verb	頭頂部がズキズキする
body-symptoms-verb	側頭部が締め付けられる
body-symptoms-verb	お腹が動かない
body-symptoms-verb	こめかみがズキズキする
body-symptoms-verb	前頭部が痛み
body-symptoms-verb	腹が痺れ
body-symptoms-verb	両腕が痺れ
body-symptoms-verb	頭が痺れ
body-symptoms-verb	後頭部がズキズキする
body-symptoms-verb	頭頂部が痺れ
body-symptoms-verb	側頭部が痛む
body-symptoms-verb	左手が痛い
body-symptoms-verb	はらがジンジンする
body-symptoms-verb	おなかが痺れ
body-symptoms-verb	両腕が腫れて
body-symptoms-verb	胸部が痺れる
body-symptoms-verb	頭部が締め付けられる
body-symptoms-verb	腕が動かない
body-symptoms-verb	両腕が痺れる
body-symptoms-verb	お腹が腫れて
body-symptoms-verb	右足がズキズキする
body-symptoms-verb	手足が痺れる
body-symptoms-verb	側頭部が痛い
body-symptoms-verb	腹が痺れる
body-symptoms-verb	こめかみが痛み
body-symptoms-verb	両腕がズキズキする
body-symptoms-verb	あたまが痺れる
body-symptoms-verb	心臓が痛み
body-symptoms-verb	両腕が痛い
body-symptoms-verb	左腕が痛み
body-symptoms-verb	手がズキズキする
body-symptoms-verb	おなかが締め付けられる
body-symptoms-verb	右足が痛い
body-symptoms-verb	後ろが動かない
body-symptoms-verb	胸が痺れ
body-symptoms-verb	足が締め付けられる
body-symptoms-verb	側頭部が動かない
body-symptoms-verb	心臓が痛み
body-symptoms-verb	あたまが痛い
body-symptoms-verb	胸部がズキズキする
body-symptoms-verb	手足が痛む
body-symptoms-verb	右手が痛む
body-symptoms-verb	手がズキズキする
body-symptoms-verb	右手が痺れ
body-symptoms-verb	お腹が締め付けられる
body-symptoms-verb	胸部がズキズキする
body-symptoms-verb	側頭部が痺れる
body-symptoms-verb	腕が痺れる
